analysis_id,experiment_id,block_size_cells,nominal_scale,fold_id,large_block_id,test_rows,test_positives
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r5_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r6_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r6_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r6_c5,100,31
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r6_c8,100,100
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r7_c1,95,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r7_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r7_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r7_c4,95,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r7_c8,98,35
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r7_c9,100,49
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r8_c0,97,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r8_c10,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r9_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r9_c3,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,1,b10_r9_c8,97,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r0_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r10_c0,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r10_c15,9,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r10_c4,22,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r10_c7,28,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r1_c4,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r1_c5,95,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r1_c6,82,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r2_c11,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r2_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r2_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r2_c6,94,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r2_c7,72,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r3_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r3_c2,88,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r3_c5,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r3_c6,78,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r3_c9,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r4_c11,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r4_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r4_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r4_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r5_c4,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r5_c7,100,100
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r5_c8,100,85
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r6_c11,97,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r6_c12,94,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r6_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r6_c9,100,50
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r7_c0,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r7_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r8_c11,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r8_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r8_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r8_c5,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r8_c6,97,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,2,b10_r8_c8,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r0_c0,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r0_c11,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r0_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r0_c8,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r10_c10,29,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r10_c11,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r10_c3,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r10_c5,15,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r10_c9,25,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r1_c8,94,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r1_c9,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r2_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r2_c8,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r2_c9,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r4_c0,86,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r4_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r4_c7,99,99
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r4_c8,99,94
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r5_c0,81,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r5_c1,72,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r5_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r6_c10,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r7_c13,96,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r8_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r8_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r8_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r8_c7,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r8_c9,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c0,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c10,98,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c11,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c2,98,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c5,75,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c6,93,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,3,b10_r9_c7,96,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r0_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r0_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r0_c7,95,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r10_c12,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r10_c14,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r10_c8,27,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r1_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r1_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r1_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r2_c1,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r2_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r3_c0,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r3_c1,94,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r3_c10,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r3_c7,50,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r4_c4,98,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r4_c9,91,6
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r5_c13,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r5_c14,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r5_c2,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r5_c3,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r5_c9,99,12
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r6_c4,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r6_c6,99,63
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r6_c7,100,97
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r7_c10,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r7_c15,30,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r7_c3,98,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r7_c6,100,4
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r7_c7,91,28
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r8_c1,99,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r9_c1,97,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r9_c12,100,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,4,b10_r9_c4,86,0
