cell_id,row_500m,col_500m,burned,hist5,gap
r109_c134,109,134,0,True,False
r109_c135,109,135,0,True,False
r109_c136,109,136,0,True,False
r109_c137,109,137,0,True,False
r109_c138,109,138,0,True,False
r109_c139,109,139,0,True,False
r109_c140,109,140,0,True,False
r109_c141,109,141,0,True,False
r109_c142,109,142,0,True,False
r110_c125,110,125,0,True,False
r110_c126,110,126,0,True,False
r110_c127,110,127,0,True,False
r110_c128,110,128,0,True,False
r110_c129,110,129,0,True,False
r110_c130,110,130,0,True,False
r110_c131,110,131,0,True,False
r110_c132,110,132,0,True,False
r110_c133,110,133,0,True,False
r110_c134,110,134,0,True,False
r110_c135,110,135,0,True,False
r110_c136,110,136,0,True,False
r110_c137,110,137,0,True,False
r110_c138,110,138,0,True,False
r110_c139,110,139,0,True,False
r110_c140,110,140,0,True,False
r110_c141,110,141,0,True,False
r110_c142,110,142,0,True,False
r111_c124,111,124,0,True,False
r111_c125,111,125,0,True,False
r111_c126,111,126,0,True,False
r111_c127,111,127,0,True,False
r111_c128,111,128,0,True,False
r111_c129,111,129,0,True,False
r111_c130,111,130,0,True,False
r111_c131,111,131,0,True,False
r111_c132,111,132,0,True,False
r111_c133,111,133,0,True,False
r111_c134,111,134,0,True,False
r111_c135,111,135,0,True,False
r111_c136,111,136,0,True,False
r111_c137,111,137,0,True,False
r111_c138,111,138,0,True,False
r111_c139,111,139,0,True,False
r111_c140,111,140,0,True,False
r111_c141,111,141,0,True,False
r111_c142,111,142,0,True,False
r112_c124,112,124,0,True,False
r112_c125,112,125,0,True,False
r112_c126,112,126,0,True,False
r112_c127,112,127,0,True,False
r112_c128,112,128,0,True,False
r112_c129,112,129,0,True,False
r112_c130,112,130,0,True,False
r112_c131,112,131,0,True,False
r112_c132,112,132,0,True,False
r112_c133,112,133,0,True,False
r112_c134,112,134,0,True,False
r112_c135,112,135,0,True,False
r112_c136,112,136,0,True,False
r112_c137,112,137,0,True,False
r112_c138,112,138,0,True,False
r112_c139,112,139,0,True,False
r113_c123,113,123,0,True,False
r113_c124,113,124,0,True,False
r113_c125,113,125,0,True,False
r113_c126,113,126,0,True,False
r113_c127,113,127,0,True,False
r113_c128,113,128,0,True,False
r113_c129,113,129,0,True,False
r113_c130,113,130,0,True,False
r113_c131,113,131,0,True,False
r113_c132,113,132,0,True,False
r113_c133,113,133,0,True,False
r113_c134,113,134,0,True,False
r113_c135,113,135,0,True,False
r113_c136,113,136,0,True,False
r113_c137,113,137,0,True,False
r113_c138,113,138,0,True,False
r114_c123,114,123,0,True,False
r114_c124,114,124,0,True,False
r114_c125,114,125,0,True,False
r114_c126,114,126,0,True,False
r114_c127,114,127,0,True,False
r114_c128,114,128,0,True,False
r114_c129,114,129,0,True,False
r114_c130,114,130,0,True,False
r114_c131,114,131,0,True,False
r114_c132,114,132,0,True,False
r114_c133,114,133,0,True,False
r114_c134,114,134,0,True,False
r114_c135,114,135,0,True,False
r114_c136,114,136,0,True,False
r114_c137,114,137,0,True,False
r115_c123,115,123,0,True,False
r115_c124,115,124,0,True,False
r115_c125,115,125,0,True,False
r115_c126,115,126,0,True,False
r115_c127,115,127,0,True,False
r115_c128,115,128,0,True,False
r115_c129,115,129,0,True,False
r115_c130,115,130,0,True,False
r115_c131,115,131,0,True,False
r115_c132,115,132,0,True,False
r115_c133,115,133,0,True,False
r115_c134,115,134,0,True,False
r115_c135,115,135,0,True,False
r115_c136,115,136,0,True,False
r115_c137,115,137,0,True,False
r116_c122,116,122,0,True,False
r116_c123,116,123,0,True,False
r116_c124,116,124,0,True,False
r116_c125,116,125,0,True,False
r116_c126,116,126,0,True,False
r116_c127,116,127,0,True,False
r116_c128,116,128,0,True,False
r116_c129,116,129,0,True,False
r116_c130,116,130,0,True,False
r116_c131,116,131,0,True,False
r116_c132,116,132,0,True,False
r116_c133,116,133,0,True,False
r116_c134,116,134,0,True,False
r116_c135,116,135,0,True,False
r116_c136,116,136,0,True,False
r116_c137,116,137,0,True,False
r117_c122,117,122,0,True,False
r117_c123,117,123,0,True,False
r117_c124,117,124,0,True,False
r117_c125,117,125,0,True,False
r117_c126,117,126,0,True,False
r117_c127,117,127,0,True,False
r117_c128,117,128,0,True,False
r117_c129,117,129,0,True,False
r117_c130,117,130,0,True,False
r117_c131,117,131,0,True,False
r117_c132,117,132,0,True,False
r117_c133,117,133,0,True,False
r117_c134,117,134,0,True,False
r117_c136,117,136,0,True,False
r118_c123,118,123,0,True,False
r118_c124,118,124,0,True,False
r118_c125,118,125,0,True,False
r118_c126,118,126,0,True,False
r118_c127,118,127,0,True,False
r118_c128,118,128,0,True,False
r118_c129,118,129,0,True,False
r118_c130,118,130,0,True,False
r118_c131,118,131,0,True,False
r118_c132,118,132,0,True,False
r118_c133,118,133,0,True,False
r118_c134,118,134,0,True,False
r118_c135,118,135,0,True,False
r119_c123,119,123,0,True,False
r119_c124,119,124,0,True,False
r119_c125,119,125,0,True,False
r119_c126,119,126,0,True,False
r119_c127,119,127,0,True,False
r119_c128,119,128,0,True,False
r119_c129,119,129,0,True,False
r119_c130,119,130,0,True,False
r119_c131,119,131,0,True,False
r119_c132,119,132,0,True,False
r119_c133,119,133,0,True,False
r119_c134,119,134,0,True,False
r119_c135,119,135,0,True,False
r119_c136,119,136,0,True,False
r120_c124,120,124,0,True,False
r120_c125,120,125,0,True,False
r120_c126,120,126,0,True,False
r120_c127,120,127,0,True,False
r120_c128,120,128,0,True,False
r120_c129,120,129,0,True,False
r120_c130,120,130,0,True,False
r120_c131,120,131,0,True,False
r120_c132,120,132,0,True,False
r120_c133,120,133,0,True,False
r120_c134,120,134,0,True,False
r120_c135,120,135,0,True,False
r121_c131,121,131,0,True,False
r121_c132,121,132,0,True,False
r121_c133,121,133,0,True,False
r121_c134,121,134,0,True,False
r121_c135,121,135,0,True,False
r128_c29,128,29,0,True,False
r128_c30,128,30,0,True,False
r128_c31,128,31,0,True,False
r128_c32,128,32,0,True,False
r129_c29,129,29,0,True,False
r129_c30,129,30,0,True,False
r129_c31,129,31,0,True,False
r129_c32,129,32,0,True,False
r130_c28,130,28,0,True,False
r130_c29,130,29,0,True,False
r130_c30,130,30,0,True,False
r130_c31,130,31,0,True,False
r130_c32,130,32,0,True,False
