analysis_id,experiment_id,block_size_cells,nominal_scale,fold_id,large_block_id,test_rows,test_positives
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r1_c5,381,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r1_c6,398,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r2_c1,388,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r2_c4,333,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r2_c7,400,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r3_c4,395,286
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r4_c0,203,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r4_c2,372,120
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r5_c7,398,19
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r5_c8,300,0
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,4,b20_r6_c5,254,128
